"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"1","22-SAB24.EDNA.001-COI-Micr-1",NA,"SAB24.EDNA.001",2024-08-08,46.04525,-59.0925,"Micromonas_pusilla",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_16","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",85,85,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3120","22-SAB24.EDNA.020-COI-Ophi-150",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3121","22-SAB24.EDNA.020-COI-Ophi-151",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",25790,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3122","22-SAB24.EDNA.020-COI-Ophi-152",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3123","22-SAB24.EDNA.020-COI-Ophi-153",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3124","22-SAB24.EDNA.020-COI-Ophi-154",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3125","22-SAB24.EDNA.020-COI-Ophi-155",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3126","22-SAB24.EDNA.020-COI-Ophi-156",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3127","22-SAB24.EDNA.020-COI-Ophi-157",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3128","22-SAB24.EDNA.020-COI-Ophi-158",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3129","22-SAB24.EDNA.020-COI-Ophi-159",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",234,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3130","22-SAB24.EDNA.020-COI-Ophi-160",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3131","22-SAB24.EDNA.020-COI-Ophi-161",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3132","22-SAB24.EDNA.020-COI-Ophi-162",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3133","22-SAB24.EDNA.020-COI-Ophi-163",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3134","22-SAB24.EDNA.020-COI-Ophi-164",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3135","22-SAB24.EDNA.020-COI-Chla-165",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Chlamys_islandica",5109,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",62.4,62.4,"en",8,2024,140692,"urn:lsid:marinespecies.org:taxname:140692","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Chlamys"
"3136","22-SAB24.EDNA.021-COI-Micr-1",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Micromonas_pusilla",65,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",62.4,62.4,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3137","22-SAB24.EDNA.021-COI-Micr-2",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Micromonas_pusilla",3908,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",62.4,62.4,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3138","22-SAB24.EDNA.021-COI-Micr-3",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Micromonas_pusilla",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3139","22-SAB24.EDNA.021-COI-Scom-4",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Scomber_scombrus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,127023,"urn:lsid:marinespecies.org:taxname:127023","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber"
"3140","22-SAB24.EDNA.021-COI-Lizz-5",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Lizzia_blondina",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,117345,"urn:lsid:marinespecies.org:taxname:117345","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Rathkeidae","Lizzia"
"3141","22-SAB24.EDNA.021-COI-Ophi-6",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Ophiura_robusta",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124933,"urn:lsid:marinespecies.org:taxname:124933","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura"
"3142","22-SAB24.EDNA.021-COI-Chae-7",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Chaetozone_setosa",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,129955,"urn:lsid:marinespecies.org:taxname:129955","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone"
"3143","22-SAB24.EDNA.021-COI-Kurt-8",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Kurtiella_bidentata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,345281,"urn:lsid:marinespecies.org:taxname:345281","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kurtiella"
"3144","22-SAB24.EDNA.021-COI-Dorv-9",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Dorvillea_kastjani",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,130006,"urn:lsid:marinespecies.org:taxname:130006","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Dorvillea"
"3145","22-SAB24.EDNA.021-COI-Dorv-10",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Dorvillea_kastjani",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,130006,"urn:lsid:marinespecies.org:taxname:130006","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Dorvillea"
"3146","22-SAB24.EDNA.021-COI-Sola-11",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Solaster_endeca",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124160,"urn:lsid:marinespecies.org:taxname:124160","Animalia","Echinodermata","Asteroidea","Valvatida","Solasteridae","Solaster"
"3147","22-SAB24.EDNA.021-COI-Micr-12",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Micromonas_pusilla",9775,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",62.4,62.4,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3148","22-SAB24.EDNA.021-COI-Micr-13",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Micromonas_pusilla",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3149","22-SAB24.EDNA.021-COI-Micr-14",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Micromonas_pusilla",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3150","22-SAB24.EDNA.021-COI-Micr-15",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Micromonas_pusilla",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"3151","22-SAB24.EDNA.021-COI-Poly-16",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Polyphysia_crassa",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,130977,"urn:lsid:marinespecies.org:taxname:130977","Animalia","Annelida","Polychaeta",NA,"Scalibregmatidae","Polyphysia"
"3152","22-SAB24.EDNA.021-COI-Prim-17",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Primnoa_pacifica",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,286539,"urn:lsid:marinespecies.org:taxname:286539","Animalia","Cnidaria","Octocorallia","Scleralcyonacea","Primnoidae","Primnoa"
"3153","22-SAB24.EDNA.021-COI-Pseu-18",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Pseudocalanus_minutus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,104517,"urn:lsid:marinespecies.org:taxname:104517","Animalia","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Pseudocalanus"
"3154","22-SAB24.EDNA.021-COI-Ophi-19",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Ophiura_sarsii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124934,"urn:lsid:marinespecies.org:taxname:124934","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura"
"3155","22-SAB24.EDNA.021-COI-Ophi-20",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Ophiura_sarsii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124934,"urn:lsid:marinespecies.org:taxname:124934","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura"
"3156","22-SAB24.EDNA.021-COI-Gorg-21",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Gorgonocephalus_arcticus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124966,"urn:lsid:marinespecies.org:taxname:124966","Animalia","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","Gorgonocephalus"
"3157","22-SAB24.EDNA.021-COI-Gorg-22",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Gorgonocephalus_arcticus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124966,"urn:lsid:marinespecies.org:taxname:124966","Animalia","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","Gorgonocephalus"
"3158","22-SAB24.EDNA.021-COI-Gorg-23",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Gorgonocephalus_arcticus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124966,"urn:lsid:marinespecies.org:taxname:124966","Animalia","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","Gorgonocephalus"
"3159","22-SAB24.EDNA.021-COI-Gorg-24",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Gorgonocephalus_arcticus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,124966,"urn:lsid:marinespecies.org:taxname:124966","Animalia","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","Gorgonocephalus"
"3160","22-SAB24.EDNA.021-COI-Ecty-25",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Ectyonopsis_pluridentata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,169398,"urn:lsid:marinespecies.org:taxname:169398","Animalia","Porifera","Demospongiae","Poecilosclerida","Myxillidae","Ectyonopsis"
"3161","22-SAB24.EDNA.021-COI-Ophi-26",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"3162","22-SAB24.EDNA.021-COI-Halo-27",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Halocynthia_pyriformis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,103828,"urn:lsid:marinespecies.org:taxname:103828","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Halocynthia"
"3163","22-SAB24.EDNA.021-COI-Aste-28",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Asterocheres_lilljeborgi",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,135708,"urn:lsid:marinespecies.org:taxname:135708","Animalia","Arthropoda","Copepoda","Siphonostomatoida","Asterocheridae","Asterocheres"
"3164","22-SAB24.EDNA.021-COI-Cala-29",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Calanus_finmarchicus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,104464,"urn:lsid:marinespecies.org:taxname:104464","Animalia","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus"
"3165","22-SAB24.EDNA.021-COI-Cala-30",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Calanus_finmarchicus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,104464,"urn:lsid:marinespecies.org:taxname:104464","Animalia","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus"
"3166","22-SAB24.EDNA.021-COI-Cala-31",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Calanus_finmarchicus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,104464,"urn:lsid:marinespecies.org:taxname:104464","Animalia","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus"
"3167","22-SAB24.EDNA.021-COI-Cala-32",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Calanus_finmarchicus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,104464,"urn:lsid:marinespecies.org:taxname:104464","Animalia","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus"
"3168","22-SAB24.EDNA.021-COI-Cent-33",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Centropages_hamatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,104496,"urn:lsid:marinespecies.org:taxname:104496","Animalia","Arthropoda","Copepoda","Calanoida","Centropagidae","Centropages"
"3169","22-SAB24.EDNA.021-COI-Thel-34",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Thelepus_cincinnatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,131543,"urn:lsid:marinespecies.org:taxname:131543","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Thelepus"
