"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"3353","22-SAB24.EDNA.061-12S-Anar-19",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3354","22-SAB24.EDNA.061-12S-Anar-20",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3355","22-SAB24.EDNA.061-12S-Anar-21",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3356","22-SAB24.EDNA.061-12S-Anar-22",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3357","22-SAB24.EDNA.061-12S-Anar-23",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",12960,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3358","22-SAB24.EDNA.009-12S-Anar-46",NA,"SAB24.EDNA.009",2024-08-08,46.03671,-58.9744,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_20","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",135,135,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3359","22-SAB24.EDNA.061-12S-Anar-25",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3360","22-SAB24.EDNA.061-12S-Anar-26",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3361","22-SAB24.EDNA.061-12S-Anar-27",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3362","22-SAB24.EDNA.061-12S-Anar-28",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3363","22-SAB24.EDNA.020-12S-Anar-24",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3364","22-SAB24.EDNA.031-12S-Anar-110",NA,"SAB24.EDNA.031",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",217,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3365","22-SAB24.EDNA.061-12S-Anar-31",NA,"SAB24.EDNA.061",2024-08-14,45.84383,-59.5824,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3366","22-SAB24.EDNA.020-12S-Anar-27",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3367","22-SAB24.EDNA.020-12S-Anar-28",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3368","22-SAB24.EDNA.020-12S-Anar-29",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3369","22-SAB24.EDNA.020-12S-Anar-30",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3370","22-SAB24.EDNA.020-12S-Anar-31",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3371","22-SAB24.EDNA.020-12S-Anar-32",NA,"SAB24.EDNA.020",2024-08-09,46.14473,-59.4037,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3372","22-SAB24.EDNA.032-12S-Anar-6",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3373","22-SAB24.EDNA.032-12S-Anar-7",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3374","22-SAB24.EDNA.032-12S-Anar-8",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3375","22-SAB24.EDNA.032-12S-Anar-9",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3376","22-SAB24.EDNA.032-12S-Anar-10",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3377","22-SAB24.EDNA.032-12S-Anar-11",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3378","22-SAB24.EDNA.032-12S-Anar-12",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3379","22-SAB24.EDNA.032-12S-Anar-13",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3380","22-SAB24.EDNA.032-12S-Anar-14",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3381","22-SAB24.EDNA.032-12S-Anar-15",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3382","22-SAB24.EDNA.032-12S-Anar-16",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3383","22-SAB24.EDNA.032-12S-Anar-17",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3384","22-SAB24.EDNA.032-12S-Anar-18",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3385","22-SAB24.EDNA.032-12S-Anar-19",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",154,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3386","22-SAB24.EDNA.032-12S-Anar-20",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3387","22-SAB24.EDNA.032-12S-Anar-21",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3388","22-SAB24.EDNA.032-12S-Anar-22",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3389","22-SAB24.EDNA.032-12S-Anar-23",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",19630,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3390","22-SAB24.EDNA.032-12S-Anar-24",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",139,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3391","22-SAB24.EDNA.032-12S-Anar-25",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3392","22-SAB24.EDNA.032-12S-Anar-26",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3393","22-SAB24.EDNA.032-12S-Anar-27",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3394","22-SAB24.EDNA.032-12S-Anar-28",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3395","22-SAB24.EDNA.032-12S-Anar-29",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3396","22-SAB24.EDNA.032-12S-Anar-30",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3397","22-SAB24.EDNA.032-12S-Anar-31",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3398","22-SAB24.EDNA.032-12S-Anar-32",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3399","22-SAB24.EDNA.032-12S-Anar-33",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3400","22-SAB24.EDNA.032-12S-Anar-34",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3401","22-SAB24.EDNA.032-12S-Anar-35",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3402","22-SAB24.EDNA.032-12S-Anar-36",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3403","22-SAB24.EDNA.032-12S-Anar-37",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3404","22-SAB24.EDNA.032-12S-Anar-38",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"3405","22-SAB24.EDNA.032-12S-Anar-39",NA,"SAB24.EDNA.032",2024-08-14,45.87983,-59.6105,"Anarhichas denticulatus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_8","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",55,55,"en",8,2024,126757,"urn:lsid:marinespecies.org:taxname:126757","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
